"response2"	"Answer.condition"	"root"	"item"	"context"	"workerid"	"response1"	"slide_number"	"category"	"Answer.time_in_minutes"	"condition"	"participant"
NA	15	"cook"	"real"	"John said he wants to XXX. His partner YYY yesterday, and now John has decided he wants to try."	0	"cooked"	6	"verb"	14.1087166666667	"training"	"15cond-trials"
NA	15	"sweet"	"real"	"Such a XXX child! She really is the YYY child I've ever seen."	0	"cutest"	7	"adjective"	14.1087166666667	"training"	"15cond-trials"
NA	15	"hard"	"real"	"This was a XXX problem. It was definitely YYY than other problems they had encountered."	0	"harder"	8	"adjective"	14.1087166666667	"training"	"15cond-trials"
"nicer"	15	"soft"	"real"	"XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one."	0	"best"	10	"adjective"	14.1087166666667	"filler"	"15cond-trials"
"was quiet"	15	"cheem"	"nonce"	"Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine."	0	"quiet"	11	"verb"	14.1087166666667	"15"	"15cond-trials"
"better"	15	"stire"	"nonce"	"Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest."	0	"stire"	12	"adjective"	14.1087166666667	"15"	"15cond-trials"
NA	15	"fiffin"	"nonce"	"There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them."	0	"fiffins"	13	"noun"	14.1087166666667	"15"	"15cond-trials"
"read"	15	"tesh"	"nonce"	"Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time."	0	"tesh"	14	"verb"	14.1087166666667	"15"	"15cond-trials"
NA	15	"kern"	"nonce"	"Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner."	0	"kerns"	15	"noun"	14.1087166666667	"15"	"15cond-trials"
NA	15	"heach"	"nonce"	"There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY."	0	"heach's"	16	"noun"	14.1087166666667	"15"	"15cond-trials"
"blinked"	15	"bink"	"nonce"	"I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager."	0	"blinking"	17	"verb"	14.1087166666667	"15"	"15cond-trials"
NA	15	"glip"	"nonce"	"Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it."	0	"glips"	18	"noun"	14.1087166666667	"15"	"15cond-trials"
"painted"	15	"paint"	"real"	"Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven."	0	"Painting"	19	"verb"	14.1087166666667	"filler"	"15cond-trials"
NA	15	"glark"	"nonce"	"The camera followed the XXX for some time. It was on its way to meet other YYY near the beach."	0	"glarks"	20	"noun"	14.1087166666667	"15"	"15cond-trials"
"teep"	15	"teep"	"nonce"	"Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special."	0	"teeping"	21	"verb"	14.1087166666667	"15"	"15cond-trials"
NA	15	"fupp"	"nonce"	"Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there."	0	"fupps"	22	"noun"	14.1087166666667	"15"	"15cond-trials"
"zorched"	15	"zorch"	"nonce"	"Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease."	0	"zorching"	23	"verb"	14.1087166666667	"15"	"15cond-trials"
NA	15	"jate"	"nonce"	"The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though."	0	"jates"	24	"noun"	14.1087166666667	"15"	"15cond-trials"
"tulvered"	15	"tulver"	"nonce"	"Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year."	0	"tulvering"	25	"verb"	14.1087166666667	"15"	"15cond-trials"
"ski"	15	"ski"	"real"	"When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times."	0	"skiing"	26	"verb"	14.1087166666667	"filler"	"15cond-trials"
NA	15	"cake"	"real"	"Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store."	0	"cakes"	27	"noun"	14.1087166666667	"filler"	"15cond-trials"
NA	15	"kita"	"nonce"	"My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited."	0	"kitas"	28	"noun"	14.1087166666667	"15"	"15cond-trials"
"farmed"	15	"farm"	"real"	"Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better."	0	"farming"	29	"verb"	14.1087166666667	"filler"	"15cond-trials"
NA	15	"pet"	"real"	"I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would."	0	"pets"	30	"noun"	14.1087166666667	"filler"	"15cond-trials"
"wolped"	15	"wolp"	"nonce"	"It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy."	0	"wolping"	31	"verb"	14.1087166666667	"15"	"15cond-trials"
"renged"	15	"reng"	"nonce"	"Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it."	0	"reng"	32	"adjective"	14.1087166666667	"15"	"15cond-trials"
"coddled"	15	"coodle"	"nonce"	"Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual."	0	"coddling"	33	"verb"	14.1087166666667	"15"	"15cond-trials"
"jogged"	15	"jog"	"real"	"Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about."	0	"jogging"	34	"verb"	14.1087166666667	"filler"	"15cond-trials"
"nilt"	15	"nilt"	"nonce"	"This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much."	0	"nilt"	35	"adjective"	14.1087166666667	"15"	"15cond-trials"
"bized"	15	"bize"	"nonce"	"You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?"	0	"bizing"	36	"verb"	14.1087166666667	"15"	"15cond-trials"
NA	15	"leam"	"nonce"	"This is a XXX. Now there is another one. There are two of them. There are two YYY."	0	"leams"	37	"noun"	14.1087166666667	"15"	"15cond-trials"
NA	15	"tattoo"	"real"	"It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad."	0	"tattoos"	38	"noun"	14.1087166666667	"filler"	"15cond-trials"
"mensed"	15	"mense"	"nonce"	"It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others."	0	"mense"	39	"adjective"	14.1087166666667	"15"	"15cond-trials"
"better"	15	"pizer"	"nonce"	"I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel."	0	"best"	40	"adjective"	14.1087166666667	"15"	"15cond-trials"
"better"	15	"roak"	"nonce"	"The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined."	0	"best"	41	"adjective"	14.1087166666667	"15"	"15cond-trials"
"worse"	15	"slint"	"nonce"	"I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium."	0	"worst"	42	"adjective"	14.1087166666667	"15"	"15cond-trials"
"better"	15	"stad"	"nonce"	"They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to."	0	"best"	43	"adjective"	14.1087166666667	"15"	"15cond-trials"
NA	15	"goke"	"nonce"	"The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own."	0	"Gokes"	44	"noun"	14.1087166666667	"15"	"15cond-trials"
"better"	15	"snell"	"nonce"	"My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does."	0	"best"	45	"adjective"	14.1087166666667	"15"	"15cond-trials"
"taller"	15	"tall"	"real"	"I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you."	0	"tallest"	46	"adjective"	14.1087166666667	"filler"	"15cond-trials"
"quieter"	15	"pank"	"nonce"	"The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present."	0	"quietest"	47	"adjective"	14.1087166666667	"15"	"15cond-trials"
"dand"	15	"dand"	"nonce"	"I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it."	0	"danding"	48	"verb"	14.1087166666667	"15"	"15cond-trials"
"tighter"	15	"tight"	"real"	"Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last."	0	"tightest"	49	"adjective"	14.1087166666667	"filler"	"15cond-trials"
NA	16	"bear"	"real"	"This is a XXX. They are really enjoyable. This one is one of my sister's YYY."	0	"animals"	4	"noun"	15.8644666666667	"training"	"16cond-trials"
NA	16	"knit"	"real"	"I would love to learn how to XXX. My friend has been YYY recently and loves it."	0	"knitting"	5	"verb"	15.8644666666667	"training"	"16cond-trials"
NA	16	"cook"	"real"	"John said he wants to XXX. His partner YYY yesterday, and now John has decided he wants to try."	0	"cooked"	6	"verb"	15.8644666666667	"training"	"16cond-trials"
NA	16	"sweet"	"real"	"Such a XXX child! She really is the YYY child I've ever seen."	0	"sweetest"	7	"adjective"	15.8644666666667	"training"	"16cond-trials"
NA	16	"hard"	"real"	"This was a XXX problem. It was definitely YYY than other problems they had encountered."	0	"harder"	8	"adjective"	15.8644666666667	"training"	"16cond-trials"
"panker"	16	"pank"	"nonce"	"This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much."	0	"pank"	10	"adjective"	15.8644666666667	"16"	"16cond-trials"
NA	16	"mense"	"nonce"	"This is a XXX. Now there is another one. There are two of them. There are two YYY."	0	"menses"	11	"noun"	15.8644666666667	"16"	"16cond-trials"
"jogged"	16	"jog"	"real"	"Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about."	0	"jogging"	12	"verb"	15.8644666666667	"filler"	"16cond-trials"
NA	16	"kern"	"nonce"	"The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though."	0	"kerns"	13	"noun"	15.8644666666667	"16"	"16cond-trials"
"sneller"	16	"snell"	"nonce"	"I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium."	0	"snellest"	14	"adjective"	15.8644666666667	"16"	"16cond-trials"
"teshed"	16	"tesh"	"nonce"	"Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special."	0	"teshing"	15	"verb"	15.8644666666667	"16"	"16cond-trials"
NA	16	"kita"	"nonce"	"Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner."	0	"kitas"	16	"noun"	15.8644666666667	"16"	"16cond-trials"
"bized"	16	"bize"	"nonce"	"I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager."	0	"bizing"	17	"verb"	15.8644666666667	"16"	"16cond-trials"
"farmed"	16	"farm"	"real"	"Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better."	0	"farming"	18	"verb"	15.8644666666667	"filler"	"16cond-trials"
NA	16	"glip"	"nonce"	"The camera followed the XXX for some time. It was on its way to meet other YYY near the beach."	0	"glips"	19	"noun"	15.8644666666667	"16"	"16cond-trials"
NA	16	"leam"	"nonce"	"My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited."	0	"leams"	20	"noun"	15.8644666666667	"16"	"16cond-trials"
"skiied"	16	"ski"	"real"	"When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times."	0	"skiing"	21	"verb"	15.8644666666667	"filler"	"16cond-trials"
"stader"	16	"stad"	"nonce"	"My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does."	0	"stadest"	22	"adjective"	15.8644666666667	"16"	"16cond-trials"
NA	16	"heach"	"nonce"	"Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it."	0	"heaches"	23	"noun"	15.8644666666667	"16"	"16cond-trials"
"coodled"	16	"coodle"	"nonce"	"Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine."	0	"coodles"	24	"verb"	15.8644666666667	"16"	"16cond-trials"
NA	16	"goke"	"nonce"	"Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there."	0	"gokes"	25	"noun"	15.8644666666667	"16"	"16cond-trials"
"nilter"	16	"nilt"	"nonce"	"It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others."	0	"nilted"	26	"adjective"	15.8644666666667	"16"	"16cond-trials"
"fiffined"	16	"fiffin"	"nonce"	"I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it."	0	"fiffining"	27	"verb"	15.8644666666667	"16"	"16cond-trials"
NA	16	"fupp"	"nonce"	"There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them."	0	"fupps"	28	"noun"	15.8644666666667	"16"	"16cond-trials"
