response1_type	response1	response2_type	response2	root	context	Answer.condition	item	workerid	slide_number	category	Answer.time_in_minutes	condition	participant
1	skiing	1	skied 	ski	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	9	real	0	45	verb	27.2436166667	filler	9cond-trials
2	cutest	NA	NA	sweet	Such a XXX child! She really is the YYY child I've ever seen.	15	real	0	7	adjective	14.1087166667	training	15cond-trials
2	smallest	4	second	tight	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	22	real	0	29	adjective	23.8758833333	filler	22cond-trials
2	nicest	NA	NA	sweet	Such a XXX child! She really is the YYY child I've ever seen.	26	real	0	7	adjective	18.9123833333	training	26cond-trials
2	nicest	NA	NA	sweet	Such a XXX child! She really is the YYY child I've ever seen.	3	real	0	7	adjective	7.4312	training	3cond-trials
2	Best	2	Better 	kern	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	8	nonce	0	30	adjective	14.7715833333	8	8cond-trials
2	cooking	4	cook	reng	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	10	nonce	0	10	verb	25.7908666667	10	10cond-trials
2	swimming	2	swam	zorch	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	10	nonce	0	12	verb	25.7908666667	10	10cond-trials
2	sleeping	2	slept	stire	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	10	nonce	0	33	verb	25.7908666667	10	10cond-trials
2	running	2	ran	stad	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	10	nonce	0	40	verb	25.7908666667	10	10cond-trials
2	drinking	2	drank	teep	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	10	nonce	0	42	verb	25.7908666667	10	10cond-trials
2	sewing	NA	NA	knit	I would love to learn how to XXX. My friend has been YYY recently and loves it.	12	real	0	5	verb	21.65155	training	12cond-trials
2	learning	NA	NA	knit	I would love to learn how to XXX. My friend has been YYY recently and loves it.	18	real	0	5	verb	23.77995	training	18cond-trials
2	learning	NA	NA	knit	I would love to learn how to XXX. My friend has been YYY recently and loves it.	21	real	0	5	verb	8.8744333333	training	21cond-trials
2	trying	NA	NA	knit	I would love to learn how to XXX. My friend has been YYY recently and loves it.	22	real	0	5	verb	23.8758833333	training	22cond-trials
2	fighting	2	fought	fiffin	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	22	nonce	0	26	verb	23.8758833333	22	22cond-trials
1	kiting	4	kit	kita	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	26	nonce	0	25	verb	18.9123833333	26	26cond-trials
2	leaving	2	left	jate	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	27	nonce	0	33	verb	17.4265833333	27	27cond-trials
4	tight	1	tighter	tight	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	10	real	0	44	adjective	25.7908666667	filler	10cond-trials
4	leam	1	leamer	leam	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	13	nonce	0	28	adjective	8.0763	13	13cond-trials
4	pank	1	panker	pank	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	16	nonce	0	10	adjective	15.8644666667	16	16cond-trials
4	nilted	1	nilter	nilt	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	16	nonce	0	26	adjective	15.8644666667	16	16cond-trials
4	renged	1	renger	reng	The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present.	18	nonce	0	10	adjective	23.77995	18	18cond-trials
4	stadded	1	stadder	stad	Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it.	18	nonce	0	13	adjective	23.77995	18	18cond-trials
4	stire	1	stirererer	stire	Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it.	19	nonce	0	26	adjective	6.1756166667	19	19cond-trials
4	fuppy	1	fuppier	fupp	Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it.	1	nonce	0	34	adjective	16.5602833333	1	1cond-trials
4	slinit	1	slinter	slint	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	20	nonce	0	27	adjective	13.0430666667	20	20cond-trials
4	snell	1	sneller	snell	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	21	nonce	0	13	adjective	8.8744333333	21	21cond-trials
4	tall	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	24	real	0	39	adjective	19.8663666667	filler	24cond-trials
4	fiffin	1	fiffiner	fiffin	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	4	nonce	0	35	adjective	12.4435333333	4	4cond-trials
4	glipper	1	glippier	glip	The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present.	7	nonce	0	44	adjective	11.6007	7	7cond-trials
3	Table	1	Glarkier	glark	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	8	nonce	0	14	adjective	14.7715833333	8	8cond-trials
4	glip	1	glipier	glip	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	9	nonce	0	24	adjective	27.2436166667	9	9cond-trials
4	stad	1	stadded	stad	Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time.	12	nonce	0	10	verb	21.65155	12	12cond-trials
4	coodles	1	coodled	coodle	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	16	nonce	0	24	verb	15.8644666667	16	16cond-trials
4	tulvers	1	tulvered	tulver	Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time.	16	nonce	0	35	verb	15.8644666667	16	16cond-trials
4	cheemed	1	cheemed	cheem	You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?	16	nonce	0	43	verb	15.8644666667	16	16cond-trials
4	wolps	1	wolped	wolp	Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year.	16	nonce	0	45	verb	15.8644666667	16	16cond-trials
4	goked	1	goked	goke	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	20	nonce	0	19	verb	13.0430666667	20	20cond-trials
1	leaming 	1	leamed	leam	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	26	nonce	0	34	verb	18.9123833333	26	26cond-trials
1	skiing 	1	skied	ski	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	29	real	0	25	verb	13.8390333333	filler	29cond-trials
4	pizers	1	pizered	pizer	Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time.	7	nonce	0	35	verb	11.6007	7	7cond-trials
1	Farming 	1	Farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	8	real	0	24	verb	14.7715833333	filler	8cond-trials
4	Teeped	1	Teeped	teep	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	8	nonce	0	29	verb	14.7715833333	8	8cond-trials
4	Stad	1	Staded	stad	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	8	nonce	0	45	verb	14.7715833333	8	8cond-trials
1	tallest	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	10	real	0	13	adjective	25.7908666667	filler	10cond-trials
1	softest	1	softer	soft	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one.	10	real	0	28	adjective	25.7908666667	filler	10cond-trials
1	tightest	1	tighter	tight	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	12	real	0	11	adjective	21.65155	filler	12cond-trials
1	kerniest	1	kernier	kern	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	12	nonce	0	14	adjective	21.65155	12	12cond-trials
1	niltest	1	nilter	nilt	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	12	nonce	0	17	adjective	21.65155	12	12cond-trials
1	tallest	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	12	real	0	19	adjective	21.65155	filler	12cond-trials
1	softest	1	softer	soft	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one.	12	real	0	21	adjective	21.65155	filler	12cond-trials
1	mensest	1	menser	mense	I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel.	12	nonce	0	26	adjective	21.65155	12	12cond-trials
1	leamest	1	leamer	leam	The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present.	12	nonce	0	28	adjective	21.65155	12	12cond-trials
1	pankest	1	panker	pank	Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it.	12	nonce	0	31	adjective	21.65155	12	12cond-trials
1	rengest	1	renger	reng	They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to.	12	nonce	0	35	adjective	21.65155	12	12cond-trials
1	roakest	1	roaker	roak	My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does.	12	nonce	0	44	adjective	21.65155	12	12cond-trials
1	slintest	1	slinter	slint	Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest.	12	nonce	0	49	adjective	21.65155	12	12cond-trials
1	tightest	1	tighter	tight	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	13	real	0	14	adjective	8.0763	filler	13cond-trials
1	slintiest	1	slintier	slint	They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to.	13	nonce	0	15	adjective	8.0763	13	13cond-trials
1	roakest	1	roaker	roak	I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium.	13	nonce	0	20	adjective	8.0763	13	13cond-trials
